rad_name_ja,grade,hint_group,kunyomi,meaning,kstroke,examples,kunyomi_ja,ka_utf,rad_order,txt_books,kname,rad_utf,dick,rad_name,dicn,mn_hint,rad_stroke,onyomi_ja,rad_meaning,onyomi,ka_id,rad_position_ja,rad_position
"うかんむり",3.0,1.0,"n/a","visitor, customer, guest",9.0,"[ [ ""客 (きゃく)"", ""guest, customer"" ], [ ""客席 (きゃくせき)"", ""seat (e.g. theater)"" ], [ ""来客 (らいきゃく)"", ""visitor"" ], [ ""乗客 (じょうきゃく)"", ""passenger"" ], [ ""観光客 (かんこうきゃく)"", ""tourist"" ], [ ""客観的な (きゃっかんてきな)"", ""objective [adj.]"" ], [ ""刺客 (しかく)"", ""assassin"" ] ]","","客",48.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""18"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtAd4"" }, { ""chapter"" : ""16"", ""txt_bk"" : ""txtSFJ2"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtSFJ4"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""jt"" } ]","(rai)kyaku","⼧",1439.0,"ukanmuri",1302.0,"Holding 又 something ノ to drink 口 for guests of the house 宀.",3.0,"キャク、カク","roof, house","kyaku, kaku","ka_570","かんむり","kanmuri"
"しかばね",6.0,1.0,"todo, todoku, todokeru","deliver, reach, report,notify",8.0,"[ [ ""届く (とどく)"", ""reach, arrive [v.i.]"" ], [ ""届ける (とどける)"", ""deliver, file notice [v.t.]"" ], [ ""届け先 (とどけさき)"", ""receiver&apos;s address"" ], [ ""出生届け (しゅっせいとどけ)"", ""birth registration"" ], [ ""欠席届け (けっせきとどけ)"", ""report of a school absence"" ] ]","とど、とどく、とどける","届",53.0,"[ { ""chapter"" : ""19"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jt"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""3"" } ]","todo(ku)","⼫",1957.0,"shikabane",1385.0,"Arrive at office 尸 to report one's reason 由.",3.0,"","corpse, awning","n/a","ka_571","たれ","tare"
"ひとやね",5.0,2.0,"n/a","building, quarters",8.0,"[ [ ""校舎 (こうしゃ)"", ""school building"" ], [ ""兵舎 (へいしゃ)"", ""barracks"" ], [ ""寄宿舎 (きしゅくしゃ)"", ""boarding house"" ], [ ""*田舎 (いなか)"", ""country side, home town"" ] ]","","舎",12.0,"[ { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" } ]","(chou)sha","𠆢",1305.0,"hitoyane",423.0,"Small roof [9] over the ground 土 for group of people 口.",2.0,"シャ","person ","sha","ka_572","かんむり","kanmuri"
"ひ",6.0,6.0,"ku, kureru, kurasu","dusk, live, come to an end",14.0,"[ [ ""暮色 (ぼしょく)"", ""dusk, evening shades"" ], [ ""薄暮 (はくぼ)"", ""nightfall"" ], [ ""歳暮 (せいぼ)"", ""end of the year, year-end gift"" ], [ ""野暮 (やぼ)"", ""uncouthness"" ], [ ""暮らす (くらす)"", ""live [v.i.]"" ], [ ""暮れる (くれる)"", ""end, get dark"" ], [ ""夕暮れ (ゆうぐれ)"", ""evening twilight"" ] ]","く、くれる、くらす","暮",92.0,"[ { ""chapter"" : ""20"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""jtr"" } ]","bo-ku(rasu)","⽇",1522.0,"hi",4041.0,"When the sun 日 goes into hiding 莫 <span class='note'>(big 大 sun 日 setting behind vegetation [8] on the horizon)</span>.",4.0,"ボ","sun, day, time","bo","ka_573","",""
"りっしんべん","n/a",1.0,"kowa, kowai, kowagaru","fearful, scary",8.0,"[ [ ""恐怖 (きょうふ)"", ""terror"" ], [ ""恐怖症 (きょうふしょう)"", ""phobia"" ], [ ""怖い (こわい)"", ""scary, frightening [adj.]"" ], [ ""怖がる (こわがる)"", ""be afraid of, fear [v.i.]"" ] ]","こわ、こわい、こわがる","怖",79.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""8"", ""txt_bk"" : ""jtr"" } ]","fu-kowa(i)","⺖",219.0,"risshinben",1662.0,"Scary 忄 <span class='note'>(orig. ""heart"")</span> mummy wrapped in cloth 布.",3.0,"フ","heart, mind, spirit","fu","ka_574","へん","hen"
"こころ",3.0,1.0,"iki","breath",10.0,"[ [ ""子息 (しそく)"", ""son"" ], [ ""消息 (しょうそく)"", ""news, information"" ], [ ""利息 (りそく)"", ""interest (bank)"" ], [ ""喘息 (ぜんそく)"", ""asthma"" ], [ ""休息する (きゅうそくする)"", ""take a rest"" ], [ ""窒息する (ちっそくする)"", ""suffocate [v.i.]"" ], [ ""息 (いき)"", ""breath"" ], [ ""ため息 (ためいき)"", ""sigh"" ], [ ""*息子 (むすこ)"", ""son"" ] ]","いき","息",80.0,"[ { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""21"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""27"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""21"" } ]","soku-iki","⼼",1693.0,"kokoro",3844.0,"Breathing 自 <span class='note'>(orig: ""nose"")</span> symbolizes the soul 心 in many cultures.",4.0,"ソク","heart, mind, spirit","soku","ka_575","",""
"てへん",3.0,1.0,"hiro, hirou","pick up, ten (in documents)",9.0,"[ [ ""拾得する (しゅうとくする)"", ""pick up, find"" ], [ ""収拾する (しゅうしゅうする)"", ""control, deal with, manage"" ], [ ""拾万円 (じゅうまんえん)"", ""100,000 yen"" ], [ ""拾う (ひろう)"", ""pick up"" ] ]","ひろ、ひろう","拾",77.0,"[ { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""32"", ""txt_bk"" : ""txtLookLearn"" } ]","shuu-hiro(u)","⺘",279.0,"tehen",1901.0,"Pick up something with both hands 扌 together 合.",3.0,"シュウ、ジュウ","hand","shuu, juu","ka_576","へん","hen"
"るまた",6.0,5.0,"n/a","step, stairs, rank",9.0,"[ [ ""段階 (だんかい)"", ""stage, level"" ], [ ""段落 (だんらく)"", ""paragraph"" ], [ ""段々畑 (だんだんばたけ)"", ""terraced fields"" ], [ ""階段 (かいだん)"", ""stairs"" ], [ ""石段 (せきだん)"", ""stone steps"" ], [ ""手段 (しゅだん)"", ""means, way"" ], [ ""値段 (ねだん)"", ""price"" ], [ ""普段 (ふだん)"", ""usually"" ], [ ""初段 (しょだん)"", ""first grade"" ], [ ""一段と (いちだんと)"", ""further, still more [adv.]"" ] ]","","段",103.0,"[ { ""chapter"" : ""16"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""28"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""11"" } ]","(ne)dan","⽎",780.0,"rumata",2452.0,"Stairs  [109] → [110] that lead to the work 殳 room.",4.0,"ダン","lance shaft, action","dan","ka_577","つくり","tsukuri"
"ひへん","n/a",5.0,"hima","free time, leisure",13.0,"[ [ ""余暇 (よか)"", ""leisure, spare time"" ], [ ""休暇 (きゅうか)"", ""holiday"" ], [ ""暇 (ひま)"", ""free time"" ], [ ""暇つぶし (ひまつぶし)"", ""killing time"" ] ]","ひま","暇",93.0,"[ { ""chapter"" : ""17"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""9"" } ]","ka-hima","",691.0,"hihen",2152.0,"Day 日 nicer [113] than ordinary days <span class='note'>([114]: modified 皮皮, fancy skin over ordinary skin at a carnival time)</span>.",4.0,"カ","sun, day, time","ka","ka_578","へん","hen"
"おおがい",5.0,1.0,"azu, azukeru, azukaru","deposit, entrust",13.0,"[ [ ""預金する (よきんする)"", ""deposit [v.t.]"" ], [ ""預かる (あずかる)"", ""take charge of [v.t.]"" ], [ ""預ける (あずける)"", ""leave in the care of [v.i]"" ] ]","あず、あずける、あずかる","預",217.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" } ]","azu(keru)","⾴",713.0,"oogai",5123.0,"When a clerk checks up on a deposit he looks on a previous 予 page 頁 in his book.",9.0,"ヨ","head, page","yo","ka_579","つくり","tsukuri"
"ひへん",4.0,1.0,"n/a","yesterday, last",9.0,"[ [ ""昨夜 (さくや)"", ""last night"" ], [ ""昨晩 (さくばん)"", ""last night"" ], [ ""昨日 (さくじつ/*きのう)"", ""yesterday"" ], [ ""昨年 (さくねん)"", ""last year"" ], [ ""*一昨日 (おととい)"", ""day before yesterday"" ] ]","","昨",93.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""21"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""jt"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""8"" } ]","saku(jitsu)","",601.0,"hihen",2119.0,"The unexpected 乍 fact that the day 日 is gone so soon.",4.0,"サク","sun, day, time","saku","ka_58","へん","hen"
"おのづくり",5.0,2.0,"ta, korowa, tatsu, kotowaru, kotowari","cut off, decision, refuse",11.0,"[ [ ""断食 (だんじき)"", ""fasting"" ], [ ""断面 (だんめん)"", ""cross-section"" ], [ ""横断歩道 (おうだんほどう)"", ""pedestrian crossing"" ], [ ""断続的な (だんぞくてきな)"", ""intermittent"" ], [ ""断定的な (だんていてきな)"", ""assertive"" ], [ ""判断する (はんだんする)"", ""judge [v.i.]"" ], [ ""決断する (けつだんする)"", ""decide"" ], [ ""中断する (ちゅうだんする)"", ""interrupt, break off"" ], [ ""油断する (ゆだんする)"", ""neglect, be off guard [v.i.]"" ], [ ""診断する (しんだんする)"", ""diagnose"" ], [ ""断つ (たつ)"", ""cut off, sever, abstain from"" ], [ ""断る (ことわる)"", ""refuse, decline"" ] ]","た、ころわ、たつ、ことわる、ことわり","断",89.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""23"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""23"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""1"" } ]","kotowa(ru)","⽄",1001.0,"onozukuri",2078.0,"Grains 米 stored in house corner [21] protected from outsiders by the ax 斤.",4.0,"ダン","axe","dan","ka_580","つくり","tsukuri"
"て",5.0,50.0,"uketamawa, uketamawaru","agree to, hear, be told",8.0,"[ [ ""承諾する (しょうだくする)"", ""consent, accept, be informed"" ], [ ""承知する (しょうちする)"", ""agree, consent"" ], [ ""承認する (しょうにんする)"", ""approve"" ], [ ""継承する (けいしょうする)"", ""inherit"" ], [ ""伝承 (でんしょう)"", ""oral tradition (e.g. folklore)"" ], [ ""承る (うけたまわる)"", ""hear, take (an order) [hum.]"" ] ]","うけたまわ、うけたまわる","承",84.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""30"" } ]","uketamawa(ru)","⼿",7.0,"te",197.0,"Receive humbly like hands [166] receiving holy water [167].",4.0,"ショウ","hand","shou","ka_581","",""
"てん",2.0,5.0,"maru, marui, marumeru","round, suffix for names of ships/people",3.0,"[ [ ""丸薬 (がんやく)"", ""pill"" ], [ ""弾丸 (だんがん)"", ""bullet"" ], [ ""一丸 (いちがん)"", ""one lump"" ], [ ""丸い (まるい)"", ""round, spherical"" ], [ ""丸顔 (まるがお)"", ""round face"" ], [ ""丸っきり (まるっきり)"", ""completely, just as if"" ], [ ""丸める (まるめる)"", ""round off, roll up, cajole [v.t.]"" ], [ ""丸まる (まるまる)"", ""roll up, be rounded off [v.i.]"" ], [ ""日の丸 (ひのまる)"", ""the Japanese flag"" ], [ ""日本丸 (にほんまる)"", ""Nihonmaru (name of a ship)"" ], [ ""牛若丸 (うしわかまる)"", ""Ushiwakamaru (name of a boy)"" ] ]","まる、まるい、まるめる","丸",3.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtSFJ2"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""21"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""jt"" } ]","maru(meru)","⼂",2134.0,"ten",155.0,"Hand メ with a sickle [152] cutting with rounded motions.",1.0,"ガン","dot","gan","ka_582","",""
"ごんべん",5.0,1.0,"ayamaru, ayama","thank, apologize, gratitude",17.0,"[ [ ""謝礼 (しゃれい)"", ""honorarium"" ], [ ""謝恩会 (しゃおんかい)"", ""thank-you party"" ], [ ""月謝 (げっしゃ)"", ""monthly tuition fee"" ], [ ""感謝祭 (かんしゃさい)"", ""Thanksgiving"" ], [ ""新陳代謝 (しんちんたいしゃ)"", ""metabolism"" ], [ ""謝罪する (しゃざいする)"", ""apologize"" ], [ ""感謝する (かんしゃする)"", ""show gratitude"" ], [ ""謝る (あやまる)"", ""apologize"" ] ]","あやまる、あやま","謝",183.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""8"", ""txt_bk"" : ""jtr"" } ]","sha-ayama(ru)","",1079.0,"gonben",4423.0,"Expressing gratitude or apology with words 言 and body 身 actions carefully 寸 chosen.",7.0,"シャ","words, to speak, say","sha","ka_583","へん","hen"
"ぼくづくり",5.0,5.0,"kataki","enemy",15.0,"[ [ ""敵 (てき)"", ""enemy"" ], [ ""敵意 (てきい)"", ""hostility"" ], [ ""強敵 (きょうてき)"", ""formidable enemy"" ], [ ""不敵な (ふてきな)"", ""daring, fearless"" ], [ ""素敵な (すてきな)"", ""lovely, beautiful"" ], [ ""敵対する (てきたいする)"", ""be antagonistic"" ], [ ""敵 (かたき)"", ""enemy"" ], [ ""敵討ち (かたきうち)"", ""revenge"" ], [ ""商売敵 (しょうばいがたき)"", ""business rival"" ] ]","かたき","敵",86.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtMajoFilm"" } ]","teki-kataki","⺙",1204.0,"bokuzukuri",2060.0,"Enmity caused by bad old 古 business [153] deal 攵.",4.0,"テキ","activity, to strike, hit","teki","ka_584","つくり","tsukuri"
"つちへん","n/a",1.0,"n/a","Buddhist priest, boy, colloquial person suffix",7.0,"[ [ ""坊主 (ぼうず)"", ""Buddhist priest [derogatory]"" ], [ ""お坊さん (おぼうさん)"", ""Buddhist priest"" ], [ ""坊ちゃん (ぼっちゃん)"", ""son (of others)"" ], [ ""坊や (ぼうや)"", ""boy"" ], [ ""赤ん坊 (あかんぼう)"", ""baby"" ], [ ""食いしん坊 (くいしんぼう)"", ""glutton"" ], [ ""けちん坊 (けちんぼう)"", ""miser, cheapskate"" ], [ ""朝寝坊 (あさねぼう)"", ""oversleeping"" ], [ ""寝坊する (ねぼうする)"", ""sleep in late"" ] ]","","坊",38.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""26"" } ]","(ne)bou","",171.0,"tsuchihen",1062.0,"Buddhist monk sweeping temple courtyard 土 in all directions 方.",3.0,"ボウ、ボツ","earth","bou, bot","ka_585","へん","hen"
"やまかんむり",3.0,1.0,"kishi","shore, bank, coast",8.0,"[ [ ""岸壁 (がんぺき)"", ""wharf, steep cliff"" ], [ ""海岸 (かいがん)"", ""coast, beach"" ], [ ""沿岸 (えんがん)"", ""(along) coast, shore"" ], [ ""対岸 (たいがん)"", ""opposite bank"" ], [ ""彼岸 (ひがん)"", ""equinoctial week, Nirvana"" ], [ ""岸 (きし)"", ""bank"" ], [ ""向こう岸 (むこうぎし)"", ""opposite bank"" ], [ ""*河岸 (かし)"", ""riverbank, fish market"" ] ]","きし","岸",55.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""21"", ""txt_bk"" : ""macquarie"" } ]","kishi","",1424.0,"yamakanmuri",1413.0,"Embankment 厂 like a mountain 山 which keeps the land dry 干.",3.0,"ガン","mountain","gan","ka_586","かんむり","kanmuri"
"こん",4.0,2.0,"yo, i, yoi, ii","good",7.0,"[ [ ""良心 (りょうしん)"", ""conscience"" ], [ ""良質 (りょうしつ)"", ""good quality"" ], [ ""良識 (りょうしき)"", ""good sense"" ], [ ""良好な (りょうこうな)"", ""favorable"" ], [ ""不良 (ふりょう)"", ""bad, delinquent"" ], [ ""最良 (さいりょう)"", ""the best"" ], [ ""善良な (ぜんりょうな)"", ""virtuous"" ], [ ""優良な (ゆうりょうな)"", ""excellent"" ], [ ""改良する (かいりょうする)"", ""improve"" ], [ ""良い (よい/いい)"", ""good"" ], [ ""仲良し (なかよし)"", ""close friend"" ], [ ""*野良犬 (のらいぬ)"", ""stray dog"" ] ]","よ、い、よい、いい","良",172.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""28"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jt"" }, { ""txt_bk"" : ""aij4"", ""chapter"" : ""12"" } ]","ryou-yo(i)","⾉",2216.0,"kon",3885.0,"Eating 食 in the open air (not under a roof [9]) is good.",6.0,"リョウ","boundary","ryou","ka_587","",""
"ぼくづくり",4.0,6.0,"chi, chiru, chirasu, chirakasu, chirakaru, chirabaru, chirabasu","scatter",12.0,"[ [ ""散歩 (さんぽ)"", ""walk, stroll [n.]"" ], [ ""散文 (さんぶん)"", ""prose"" ], [ ""散乱する (さんらんする)"", ""be scattered about"" ], [ ""散髪する (さんぱつする)"", ""have a hair cut"" ], [ ""散会する (さんかいする)"", ""adjourn"" ], [ ""解散する (かいさんする)"", ""break up, dissolve, be dissolved"" ], [ ""散る (ちる)"", ""fall, scatter [v.i.]"" ], [ ""散らす (ちらす)"", ""disperse [v.t.]"" ], [ ""散らかす (ちらかす)"", ""leave untidy [v.t.]"" ], [ ""散らばる (ちらばる)"", ""be scattered about [v.i.]"" ] ]","ち、ちる、ちらす、ちらかす、ちらかる、ちらばる、ちらばす","散",86.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" } ]","chi(ru)","⺙",1118.0,"bokuzukuri",2056.0,"Scattering 攵 <span class='note'>(orig. ""activity"")</span> herbal [8] spices over 一 meat 月.",4.0,"サン","activity, to strike, hit","san","ka_588","つくり","tsukuri"
"ごんべん",4.0,1.0,"n/a","instruct, teaching, precept",10.0,"[ [ ""訓練する (くんれんする)"", ""train [v.t.]"" ], [ ""訓辞 (くんじ)"", ""admonitory speech"" ], [ ""訓読み (くんよみ)"", ""Japanese reading of kanji"" ], [ ""訓読 (くんどく)"", ""Japanese reading of Chinese text"" ], [ ""教訓 (きょうくん)"", ""lesson, moral (of a story)"" ] ]","","訓",183.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" } ]","kun(ren)","",975.0,"gonben",4317.0,"Stream 川 of words 言 while teaching precept.",7.0,"クン","words, to speak, say","kun","ka_589","へん","hen"
"しょく",2.0,2.0,"ku, kuu, ta, taberu","eat, food",9.0,"[ [ ""食堂 (しょくどう)"", ""dining hall"" ], [ ""食欲 (しょくよく)"", ""appetite (for food)"" ], [ ""食後 (しょくご)"", ""after a meal"" ], [ ""夕食 (ゆうしょく)"", ""dinner"" ], [ ""朝食 (ちょうしょく)"", ""breakfast"" ], [ ""和食 (わしょく)"", ""Japanese-style meal"" ], [ ""食事する (しょくじする)"", ""have a meal"" ], [ ""断食する (だんじきする)"", ""fast [v.i.]"" ], [ ""食い物 (くいもの)"", ""food"" ], [ ""食べる (たべる)"", ""eat"" ], [ ""食べ物 (たべもの)"", ""food"" ] ]","く、くう、た、たべる","食",220.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""1"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""12"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""14"" }, { ""txt_bk"" : ""aij4"", ""chapter"" : ""12"" } ]","ta(beru)","⾷",1316.0,"shoku",5154.0,"Please view the radical animation on the left; eating is good 良 for people [9].",9.0,"ショク、ジキ","food, to eat","shoku, jiki","ka_59","",""
"しにょう",5.0,1.0,"sasa, sasaeru","branch, support",4.0,"[ [ ""支店 (してん)"", ""branch store"" ], [ ""支社 (ししゃ)"", ""branch office"" ], [ ""支出 (ししゅつ)"", ""expenditure"" ], [ ""収支 (しゅうし)"", ""income and expenditure"" ], [ ""支払う (しはらう)"", ""pay [v.t.]"" ], [ ""支持する (しじする)"", ""support [v.t.]"" ], [ ""支援する (しえんする)"", ""support, aid [v.t.]"" ], [ ""支度する (したくする)"", ""prepare"" ], [ ""支配する (しはいする)"", ""rule, control"" ], [ ""支給する (しきゅうする)"", ""provide, pay"" ], [ ""支える (ささえる)"", ""support, prop up"" ], [ ""*差し支える (さしつかえる)"", ""be hindered [v.i.]"" ] ]","ささ、ささえる","支",85.0,"[ { ""chapter"" : ""11"", ""txt_bk"" : ""txtIntermJpn"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtMajoFilm"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jt"" } ]","sasa(eru)","⽀",1251.0,"shinyou",2039.0,"Many 十 hands 又 supporting a cause.",4.0,"シ","branch","shi","ka_590","",""
